"abbr","title"
"Complet Rep Iowa Conserv Comm","Completion Report Iowa Conservation Commission"
"Complet Rep Ky Dep Fish Wildl Resour","Completion Report Kentucky Department of Fish and Wildlife Resources"
"Complet Rep Mass Div Mar Fish","Completion Report Massachusetts Division of Marine Fisheries"
"Complet Rep NC Div Mar Fish","Completion Report North Carolina Division of Marine Fisheries"
"Complet Rep NY Div Mar Coast Resour","Completion Report New York Division of Marine and Coastal Resources"
"Complet Rep US Army Eng Waterw Exp Stn Environ Lab","Completion Report US Army Engineer Waterways Experiment Station Environmental Laboratory"
"Complet Rep US Army Eng Waterw Exp Stn Hydraul Lab","Completion Report US Army Engineer Waterways Experiment Station Hydraulics Laboratory"
"Complet Rep Wis Dep Nat Resour","Completion Report Wisconsin Department of Natural Resources"
"Complexity Int","Complexity International"
"Compos Commun","Composites Communications"
"Compos Eng","Composites Engineering"
"Compos Interfaces","Composite Interfaces"
"Compos Sci Technol","Composites Science and Technology"
"Compos Struct","Composite Structures"
"Composites Part A","Composites Part A Applied Science and Manufacturing"
"Composites Part B","Composites Part B Engineering"
"Compr Rev Food Sci Food Saf","Comprehensive Reviews in Food Science and Food Safety"
"Compr Ser Photochem Photobiol","Comprehensive Series in Photochemistry and Photobiology"
"Compress Air","Compressed Air"
"Comput Aided Des","Computer Aided Design"
"Comput Aided Geom Des","Computer Aided Geometric Design"
"Comput Anim Virtual Worlds","Computer Animation and Virtual Worlds"
"Comput Biol Chem","Computational Biology and Chemistry"
"Comput Biol Med","Computers in Biology and Medicine"
"Comput Biomed Res","Computers and Biomedical Research"
"Comput Brain Behav","Computational Brain and Behavior"
"Comput Chem","Computers and Chemistry"
"Comput Chem Oxford","Computers and Chemistry"
"Comput Chem Eng","Computers and Chemical Engineering"
"Comput Commun","Computer Communications"
"Comput Condens Matter","Computational Condensed Matter"
"Comput Electr Eng","Computers and Electrical Engineering"
"Comput Electron Agric","Computers and Electronics in Agriculture"
"Comput Environ Urban Syst","Computers Environment and Urban Systems"
"Comput Fluids","Computers and Fluids"
"Comput Geom Theory Appl","Computational Geometry Theory and Applications"
"Comput Geosci","Computational Geosciences"
"Comput Geotech","Computers and Geotechnics"
"Comput Graphics Forum","Computer Graphics Forum"
"Comput Ind","Computers in Industry"
"Comput Ind Eng","Computers and Industrial Engineering"
"Comput Integr Manuf Syst","Computer Integrated Manufacturing Systems"
"Comput Intell","Computational Intelligence"
"Comput Intell Neurosci","Computational Intelligence and Neuroscience"
"Comput Lett","Computing Letters"
"Comput Mater Sci","Computational Materials Science"
"Comput Math Appl","Computers and Mathematics with Applications"
"Comput Math Math Phys","Computational Mathematics and Mathematical Physics"
"Comput Math Methods","Computational and Mathematical Methods"
"Comput Math Methods Med","Computational and Mathematical Methods in Medicine"
"Comput Math Model","Computational Mathematics and Modeling"
"Comput Mech","Computational Mechanics"
"Comput Methods Appl Math","Computational Methods in Applied Mathematics"
"Comput Methods Appl Mech Eng","Computer Methods in Applied Mechanics and Engineerin"
"Comput Methods Biomech Biomed Eng","Computer Methods in Biomechanics and Biomedical Engineering"
"Comput Methods Programs Biomed","Computer Methods and Programs in Biomedicine"
"Comput Music J","Computer Music Journal"
"Comput Networks","Computer Networks"
"Comput Phys","Computers in Physics"
"Comput Phys Commun","Computer Physics Communications"
"Comput Psychiatry","Computational Psychiatry"
"Comput Sci Discovery","Computational Science and Discovery"
"Comput Sci Eng","Computing in Science and Engineering"
"Comput Speech Lang","Computer Speech and Language"
"Comput Stat Data Anal","Computational Statistics and Data Analysis"
"Comput Struct","Computers and Structures"
"Comput Struct Biotechnol J","Computational and Structural Biotechnology Journal"
"Comput Theor Chem","Computational and Theoretical Chemistry"
"Comput Theor Polym Sci","Computational and Theoretical Polymer Science"
"Comput Toxicol","Computational Toxicology"
"Comput Vision Image Understanding","Computer Vision and Image Understanding"
"ComputAided Civ Infrastruct Eng","ComputerAided Civil and Infrastructure Engineering"
"ComputAided Des","ComputerAided Design"
"ComputAided Des Applic","ComputerAided Design and Applications"
"Computer","Computer"
"Comun Bot Mus Hist Nat Montev","Comunicacines Botanicas del Museo de Historia Natural de Montevideo"
"Comun Mus Argent Cienc Nat Bernardino Rivadavia Inst Nac Invest Cienc Nat Argent Hidrobiol","Comunicaciones del Museo Argentino de Ciencias Naturales Bernardino Rivadavia e Instituto Nacional de Investigacion de las Ciencias Naturales Argentina Hidrobiologia"
"Comun Mus Argent Cienc Nat Bernardino Rivadavia Inst Nac Invest Cienc Nat Argent Zool","Comunicaciones del Museo Argentino de Ciencias Naturales Bernardino Rivadavia e Instituto Nacional de Investigacion de las Ciencias Naturales Argentina Zoologia"
"Comun Mus Prov Cienc Nat Florentino Ameghino Nueva Ser","Comunicaciones desl Museo Provincial de Ciencias Naturales Florentino Ameghino Nueva serie"
"Comun Paleontol Mus Hist Nat Montev","Comunicaciones Paleontologicas del Museo de Historia Natural de Montevideo"
"Comun Zool Mus Hist Nat Montev","Comunicaciones Zoologicas del Museo de Historia Natural de Montevideo"
"Concepts Magn Reson","Concepts in Magenetic Resonance"
"Concepts Magn Reson Part A","Concepts in Magnetic Resonance Part A"
"Concepts Magn Reson Part B","Concepts in Magnetic Resonance Part B"
"Conchiglie","Conchiglie"
"Concr Eng Int","Concrete Engineering International"
"Concr Int","Concrete International"
"Concr Sci Eng","Concrete Science and Engineering"
"Concurrent Eng","Concurrent Engineering"
"Concurrent Eng Res Appl","Concurrent Engineering Research and Applications"
"Condens Matter Phys","Condensed Matter Physics"
"Condens Matter Theor","Condensed Matter Theories"
"Condor","Condor"
"Conf Workshop Ser Dep Prim Ind Qld","Conference and Workshop Series Department of Primary Industries Queensland"
"Conserv Biol","Conservation Biology"
"Conserv Genet Resour","Conservation Genetics Resources"
"Conserv Physiol","Conservation Physiology"
"Constr Build Mater","Construction and Building Materials"
"Cont Shelf Res","Continental Shelf Research"
"Contemp Drug Prob","Contemporary Drug Problems"
"Contemp Org Synth","Contemporary Organic synthesis"
"Contemp Phys","Contemporary Physics"
"Continuum Mech Thermodyn","Continuum Mechanics and Thermodynamics"
"Contrast Media Mol Imaging","Contrast Media and Molecular Imaging"
"Contrib Atmos Phys","Contributions to Atmospheric Physics"
"Contrib Avulsas Inst Oceanogr Oceanogr Biol","Contribuicoes Avulsas do Instituto Oceanografico Oceanografia Biologica"
"Contrib Avulsas Inst Oceanogr Oceanogr Fis","Contribuicoes Avulsas do Instituto Oceanografico Oceanografia Fisica"
"Contrib Avulsas Inst Oceanogr Tecn","Contribuicoes Avulsas do Instituto Oceanografico Tecnologia"
"Contrib Biol Hopkins Seaside Lab Lealand Stanford Jounior Univ","Contributions to Biology from the Hopkins Seaside Laboratory of the Lealand Stanford Jr University"
"Contrib Cient","Contribucion Cientifica"
"Contrib Cient Cent Invest Cient Univ Oriente Porlamar","Contribuciones Cientificas Centro de Investigaciones Cientificas Universidad de Oriente Porlamar"
"Contrib Cient Inst Antart Argent","Contribuciones Cientificas del Instituto Antartico Argentino"
"Contrib Dep Cienc Mar Univ PR","Contribuciones Departamento de Ciencias Marinas Universidad de Puerto Rico"
"Contrib Dove Mar Lab","Contributions from the Dove Marine Laboratory"
"Contrib Dudley Herb","Contributions from the Dudley Herbarium"
"Contrib Hawaii Inst Geophys","Contributions Hawaii Institute of Geophysics"
"Contrib INIDEP","Contribucion Instituto Nacional de Investigacion y Desarrollo Pesquero"
"Contrib Korea InterUniv Inst Ocean Sci Natl Fish Univ Pusan","Contribucions of Korea InterUniversity Institute of Ocean Science National Fisheries University of Pusan"
"Contrib Mar Sci","Contributions in Marine Science"
"Contrib Mineral Petrol","Contributions to Mineralogy and Petrology"
"Contrib Natl Fish Res Dev Agency Korea","Contributions of National Fisheries Research and Development Agency Korea"
"Contrib new ser Scripps Inst Oceanogr","Contributions New Series Scripps Institution of Oceanography"
"Contrib Oceanogr","Contributions in Oceanography"
"Contrib Oceanogr Meteorol","Contributions in Oceanography and Meteorology"
"Contrib Plasma Phys","Contributions to Plasma Physics"
"Contrib Scripps Inst Oceanogr","Contributions Scripps Institution of Oceanography"
"Contrib Tecn","Contribucion Tecnica"
"Contrib Va Inst Mar Sci","Contributions of the Virginia Institute of Marine Science"
"Contrib Wash Univ Sch Oceanogr","Contributions Washington University School of Oceanography"
"Contrib Zool","Contributions to Zoology"
"Control Autom","Control and Automation"
"Control Dyn Syst","Control and Dynamic Systems"
"Control Eng Pract","Control Engineering Practice"
"Conv Sci Mer Biol Mar Cent Noumea ORSTOM","Conventions Sciences de la Mer Biologie Marine Centre de Noumea ORSTOM"
"Conv Sci Mer Oceanogr Phys Cent Noumea ORSTOM","Conventions Sciences de la Mer Oceanographie Physique Centre de Noumea ORSTOM"
"Convergent Sci Phys Oncol","Convergent Science Physical Oncology"
"Coord Chem Rev","Coordination Chemistry Reviews"
"Copeia","Copeia"
"COPESCAL Doc Ocas","COPESCAL Documento Ocasional"
"COPESCAL Doc Tec","COPESCAL Documento Tecnico"
"Coral Reefs","Coral Reefs"
"Cornell Int Law J","Cornell International Law Journal"
"Cornell Law Rev","Cornell Law Review"
"Corros Eng","Corrosion Engineering"
"Corros Mater","Corrosion and Materials"
"Corros Prev Control","Corrosion Prevention and Control"
"Corros Rev","Corrosion Reviews"
"Corros Sci","Corrosion Science"
"Corrosion Houston","Corrosion Houston"
"Cosmic Res","Cosmic Research"
"COSPAR Colloq Ser","COSPAR Colloquia Series"
"Costs Earn Sel Fish Enterp NS","Costs and Earnings of Selected Fishing Enterprises Nova Scotia"
"Cour AfrCarribbPacEur Union","Courier AfricaCaribbeanPacificEuropean Union"
"Cour Forschinst Senckenb","Courier Forschungsinstitut Senckenberg"
"CPP Chem Plants and Process","CPP Chemical Plants and Processing"
"CR Acad Agric Fr","Comptes Rendus de lAcademie dAgriculture de France"
"CR Acad Sci Paris","Comptes Rendus de lAcademie des Sciences Paris"
"CR Acad Sci Ser IIa Sci Terre Planets","Comptes Rendus de l Academie des Sciences Serie IIaSciences de la Terre et des Planets"
"CR Acad Sci Ser IIb Mec Phys Chim Astron","Comptes Rendus de l Academie des Sciences Serie IIbMecanique Physique Chimie Astronomie"
"CR Acad Sci Ser IIc Chim","Comptes Rendus de l Academie des Sciences Serie IIcChemie"
"CR Acad Sci Ser III","Comptes Rendus de l Academie des Sciences Serie III Sciences de la Vie"
"CR Biol","Comptes Rendus Biologies"
"CR Chim","Comptes Rendus Chimie"
"CR Dir Rec Sci Tech Que Prov","Comptes Rendus de la Recherche Scientifique et Technique Quebec Prov"
"CR Geosci","Comptes Rendus Geoscience"
"CR Hebd Seances Acad Sci","Comptes Rendus Hebdomadaires des Seances de lAcademie des Sciences"
"CR Hebd Seances Acad Sci Paris","Comptes Rendus Hebdomadaire des Seances de lAcademie des Sciences Paris"
"CR Math","Comptes Rendus Mathematique"
"CR Mec","Comptes Rendus Mecanique"
"CR Palevol","Comptes Rendus Palevol"
"CR Phys","Comptes Rendus Physique"
"CR Seances Soc Biol Paris","Comptes Rendus des Seances de la Societe de Biologie Paris"
"Cretaceous Res","Cretaceous Research"
"CRISPR J","CRISPR Journal"
"Crit Rev Anal Chem","Critical Reviews in Analytical Chemistry"
"Crit Rev Biochem Mol Biol","Critical Reviews in Biochemistry and Molecular Biology"
"Crit Rev Biotechnol","Critical Reviews in Biotechnology"
"Crit Rev Bone Miner Metab","Critical Reviews in Bone and Mineral Metabolism"
"Crit Rev Clin Lab Sci","Critical Reviews in Critical Laboratory Sciences"
"Crit Rev Comput Tomogr","Critical Reviews in Computed Tomography"
"Crit Rev Env Sci Technol","Critical Reviews in Environment Science and Technology"
"Crit Rev Food Sci Nutr","Critical Reviews in Food Science and Nutrition"
"Crit Rev Microbiol","Critical Reviews in Microbiology"
"Crit Rev Plant Sci","Critical Reviews in Plant Sciences"
"Crit Rev Solid State Mater Sci","Critical Reviews in Solid State and Materials Sciences"
"Crit Rev Toxicol","Critical Reviews in Toxicology"
"Croat Chem Acta","Croatica Chemica Acta"
"Crop Pasture Sci","Crop and Pasture Science"
"Crop Prot","Crop Protection"
"Crop Sci","Crop Science"
"Cruise Rep Dunstaffnage Mar Lab Scott Mar Biol Assoc","Cruise Report Dunstaffnage Marine Laboratory and Scottish Marine Biological Association"
"Cruise Rep Geol Surv Jpn","Cruise Reports Geological Survey of Japan"
"Cruise Rep Inst Oceanogr Sci Deacon Lab","Cruise Report Institute of Oceanographic Sciences Deacon Laboratory"
"Cruise Rep Proudman Oceanogr Lab Bidston","Cruise Report Proudman Oceanographic Laboratory Bidston"
"Crustac Int J Crustac Res","Crustaceana International Journal of Crustacean Research"
"Crustac Res","Crustacean Research"
"Cryosphere Discuss","Cryosphere Discussions"
"Cryptogam Algol","Cryptogamie Algologie"
"Cryst Eng","Crystal Engineering"
"Cryst Growth Des","Crystal Growth and Design"
"Cryst Res Technol","Crystal Research and Technology"
"Crystallogr Rep","Crystallography Reports"
"Crystallogr Rev","Crystallography Reviews"
"CSEE J Power Energy Syst","CSEE Journal of Power and Energy Systems"
"CSIRO Water Resour Ser","CSIRO Water Resoruces Series"
"Cuad CRINAS","Cuadernos del CRINAS"
"Cuad Marisq Publ Divulg","Cuadernos Marisqueros Publicacion Tecnica"
"Cuad Tec Inst Cienc Mar Limnol Univ Nac Auton Mex B","Cuadernos Tecnicos Instituto de Ciencias del Mar y Limnologia Universidad Nacional Autonoma de Mexico Serie B Datos Oceanograficos"
"Cuad Univ Mar","Cuadernos Universidad del Mar"
"Curr Appl Phys","Current Applied Physics"
"Curr Bioact Compd","Current Bioactive Compounds"
"Curr Clim Change Rep","Current climate change reports"
"Curr Dev Nutr","Current Developments in Nutrition"
"Curr Drug Abuse Rev","Current Drug Abuse Reviews"
"Curr Genet","Current Genetics"
"Curr Green Chem","Current Green Chemistry"
"Curr Med Chem","Current Medicinal Chemistry"
"Curr Med Res Opin","Current Medical Research and Opinion"
"Curr Microbiol","Current Microbiology"
"Curr Nanosci","Current Nanoscience"
"Curr Nanotoxic Prev","Current Nanotoxicity and Prevention"
"Curr Neuropharmacol","Current Neuropharmacology"
"Curr Opin Biotechnol","Current Opinion in Biotechnology"
"Curr Opin Cell Biol","Current Opinion in Cell Biology"
"Curr Opin Chem Biol","Current Opinion in Chemical Biology"
"Curr Opin Chem Eng","Current Opinion in Chemical Engineering"
"Curr Opin Colloid Interface Sci","Current Opinion in Colloid and Interface Science"
"Curr Opin Drug Discovery Dev","Current Opinion in Drug Discovery and Development"
"Curr Opin Electrochem","Current Opinion in Electrochemistry"
"Curr Opin Endocr Metab Res","Current Opinion in Endocrine and Metabolic Research"
"Curr Opin Environ Sci Health","Current Opinion in Environmental Science and Health"
"Curr Opin Environ Sustainability","Current Opinion in Environment Sustainability"
"Curr Opin Food Sci","Current Opinion in Food Science"
"Curr Opin Genet Dev","Current Opinion in Genetics and Development"
"Curr Opin Green Sustainable Chem","Current Opinion in Green and Sustainable Chemistry"
"Curr Opin Insect Sci","Current Opinion in Insect Science"
"Curr Opin Invest Drugs","Current Opinion in Investigational Drugs"
"Curr Opin Microbiol","Current Opinion in Microbiology"
"Curr Opin Mol Ther","Current Opinion in Molecular Therapeutics"
"Curr Opin Neurobiol","Current Opinion in Neurobiology"
"Curr Opin Pediatr","Current Opinion in Pediatrics"
"Curr Opin Pharmacol","Current Opinion in Pharmacology"
"Curr Opin Physiol","Current Opinion in Physiology"
"Curr Opin Plant Biol","Current Opinion in Plant Biology"
"Curr Opin Solid State Mater Sci","Current Opinion in Solid State and Materials Science"
"Curr Opin Struct Biol","Current Opinion in Structural Biology"
"Curr Opin Syst Biol","Current Opinion in Systems Biology"
"Curr Opin Toxicol","Current Opinion in Toxicology"
"Curr Org Chem","Current Organic Chemistry"
"Curr Org Synth","Current Organic Synthesis"
"Curr Pharm Des","Current Pharmaceutical Design"
