"author","year","title","container","publisher","doi","url","File","ID","journal_disam","container_match_journal","pub_match_journal","container_match_agency","author_match_agency","pub_match_agency","container_match_conf","pub_match_conf","container_match_agency_p","author_match_agency_p","pub_match_agency_p","training_input","class","classification"
"Survey, United States Geological","2012","Central Valley Spatial Database Corcoran Clay Depth Extent and Thickness Shapefiles",NA,NA,NA,"https://ca.water.usgs.gov/projects/central-valley/central-valley-spatialdatabase.html.","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","134",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Survey, United States Geological","agency","keras"
NA,NA,"DeltaMendota Canal Evaluation of Groundwater Conditions and Land Subsidence",NA,NA,NA,"https://ca.water.usgs.gov/projects/central-valley/delta-mendota-canal.html.","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","135",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"DeltaMendota Canal Evaluation of Groundwater Conditions and Land Subsidence","agency","keras"
NA,"2018","National Elevation Dataset Ground Surface Elevation Shapefile",NA,NA,NA,"https://viewer.nationalmap.gov/advanced-viewer/.","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","136",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"National Elevation Dataset Ground Surface Elevation Shapefile","agency","keras"
NA,NA,NA,"National Hydrograph Dataset",NA,NA,"https://viewer.nationalmap.gov/basic/?basemap=b1&category=nhd&title=NHD%20View.","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","137","National Hydrograph Dataset",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"National Hydrograph Dataset","unsure","keras"
"SGMA, ID",NA,NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","138",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"SGMA, ID","unsure","keras"
"European Commission","2010","Common Implementation Strategy for the Water Framework Directive",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","139",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"European Commission","unsure","keras"
NA,NA,"Guidance on Risk Assessment and the Use of Conceptual Models for Groundwater",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","140",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"Guidance on Risk Assessment and the Use of Conceptual Models for Groundwater","unsure","keras"
"Survey, National Map Hydrography USGeological","2016",NA,NA,NA,NA,"https://viewer.nationalmap.gov/viewer/nhd.html?p=nhd, http://www.waterboards.ca.gov/water_issues/programs/groundwater/sb4/index.shtml","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","141",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Survey, National Map Hydrography USGeological","agency","keras"
"V, Teresita Betancur; T, Carlos Alberto Palacio; M, John Fernando Escobar","2012","Conceptual Models in Hydrogeology Methodology and Results a Global Perspective",NA,NA,NA,"http://www.intechopen.com/books/hydrogeology-aglobalperspective/conceptualmodels-in-hydrogeology-methodologies-and-results","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","142",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"V, Teresita Betancur; T, Carlos Alberto Palacio; M, John Fernando Escobar","delete","keras"
"Toth, J","1970","A Conceptual Model of the Groundwater Regime and the Hydrogeologic Environment",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","144",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Toth, J","delete","keras"
"Loaiciga, HA; Pingel, TJ; Garcia, ES","2012","Sea Water Intrusion by Sealevel Rise Scenarios for the 21st Century",NA,NA,NA,"http://onlinelibrary.wiley.com/doi/10.1111/j.1745-6584.2011.00800.x/abstract","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","149",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Loaiciga, HA; Pingel, TJ; Garcia, ES","unsure","keras"
"Winter, TC; Harvey, JW; Franke, OL; Alley, WM","1998","Ground Water and Surface Water a Single Resource California Water Plan Update 2013","US Department of Water Resources",NA,NA,"http://pubs.usgs.gov/circ/circ1139/#pdf, http://www.water.ca.gov/waterplan/topics/groundwater/index.cfm","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","150","US Department of Water Resources",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"US Department of Water Resources","agency","keras"
"Department of Water Resources BayDelta Office","2013","Sim_Model_Report_Finalpdf Groundwater Availability of the Central Valley California Scott Valley Integrated Hydrologic Model Data Collection Analysis and Water Budget","Professional Paper 1766 USGS",NA,NA,"http://baydeltaoffice.water.ca.gov/modeling/hydrology/C2VSim/download/C2V, http://pubs.usgs.gov/pp/1766/PP_1766.pdf, http://groundwater.ucdavis.edu/files/165395.pdf","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","151","Professional Paper 1766 USGS",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Professional Paper 1766 USGS","unsure","keras"
NA,"1949","Scientific Investigations Report 2011 5183","Simulated Effects of GroundWater Withdrawals and Artificial Recharge on Discharge to Streams Springs and Riparian Vegetation in the Sierra Vista Subwatershed of the Upper USGS",NA,NA,"http://pubs.usgs.gov/sir/2011/5183/pdf/sir2011-5183.pdf","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","152","Simulated Effects of GroundWater Withdrawals and Artificial Recharge on Discharge to Streams Springs and Riparian Vegetation in the Sierra Vista Subwatershed of the Upper USGS",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"Simulated Effects of GroundWater Withdrawals and Artificial Recharge on Discharge to Streams Springs and Riparian Vegetation in the Sierra Vista Subwatershed of the Upper USGS","delete","keras"
"Basin, Pedro; Arizona, Southeastern","2014","Scientific Investigations Report 20095207 Evaluation of Simulations to Understand Effects of Groundwater Development and Artificial Recharge on Surface Water and Riparian Vegetation Sierra Vista Subwatershed Upper San Pedro Basin Arizona","USGS ",NA,NA,"http://pubs.usgs.gov/sir/2008/5207/sir2008-5207.pdf, https://pubs.usgs.gov/of/2012/1206/of2012-1206.pdf","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","153","USGS April",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"USGS ","unsure","keras"
"Anderson, MP; Woessner, WW","1992","Applied Groundwater Modeling Simulation of Flow and Advective Transport",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","154",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Anderson, MP; Woessner, WW","unsure","keras"
"B, Barnett; Townley, LR; Post, V; Evans, RE; Hunt, RJ; Peeters, L; Richardson, S; Werner, AD; Knapton, A; Boronkay, A","2012","Australian Groundwater Modelling Guidelines",NA,NA,NA,"http://archive.nwc.gov.au/library/waterlines/82","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","155",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"B, Barnett; Townley, LR; Post, V; Evans, RE; Hunt, RJ; Peeters, L; Richardson, S; Werner, AD; Knapton, A; Boronkay, A","delete","keras"
"Brush, CF; Dogrul, ECJune","2013","User Manual for the California Central Valley GroundwaterSurface Water Simulation Model C2VSim",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","156",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Brush, CF; Dogrul, ECJune","delete","keras"
"CWEMF","2000","BayDelta Modeling Forum Protocols for Water and Environmental Modeling",NA,NA,NA,"http://www.cwemf.org/Pubs/Protocols2000-01.pdf","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","157",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"CWEMF","unsure","keras"
"T, Harter; MorelSeytoux, H; MC, Hill; Tiedeman, CR","2013","Peer Review of the IWFM MODFLOW and HGS Model Codes Potential for Water Management Applications in Californias Central Valley and Other Irrigated Groundwater Basins Effective Groundwater Model Calibration with Analysis of Data Sensitivities Predictions and Uncertainty",NA,"California Water and Environmental Modeling Forum Wiley",NA,"http://www.cwemf.org","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","158",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,"California Water and Environmental Modeling Forum Wiley","journal","keras"
"Merz, SK","2013","Australian Groundwater Modelling Guidelines Companion to the Guidelines",NA,NA,NA,"http://archive.nwc.gov.au/library/waterlines/82","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","159",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Merz, SK","delete","keras"
"Moran, T","2016","Projecting Forward a Framework for Groundwater Model Development Under the Sustainable Groundwater Management Act",NA,NA,NA,"http://waterinthewest.stanford.edu/publications/groundwater-model-report","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","160",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Moran, T","delete","keras"
"Peralta, R","2012","Groundwater Optimization Handbook Flow Contaminant Transport and Conjunctive Management",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","161",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Peralta, R","unsure","keras"
"Sneed, M; Brandt, JT; Solt, M","2013",NA,NA,NA,NA,"https://pubs.er.usgs.gov/publication/sir20135142","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","163",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Sneed, M; Brandt, JT; Solt, M","delete","keras"
"Puls, RW; Barcelona, MJ","1996",NA,NA,NA,NA,"https://www.epa.gov/sites/production/files/2015-06/documents/lwflw2a.pdf","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","164",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Puls, RW; Barcelona, MJ","unsure","keras"
"Rantz, SE; Vail, J; France, D; Lewis, B","1982","Subcommittee on Ground Water of the Advisory Committee on Water Information a National Framework for Groundwater Monitoring in the United States",NA,NA,NA,"http://pubs.usgs.gov/wsp/wsp2175/#table, http://acwi.gov/sogw/ngwmn_framework_report_july2013.pdf, https://www.epa.gov/sites/production/files/2015-06/documents/GroundwaterSampling.pdf","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","165",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Rantz, SE; Vail, J; France, D; Lewis, B","delete","keras"
"GUIDANCECalifornia Department of Water Resources","2010","California Statewide Groundwater Elevation Monitoring CASGEM Groundwater Elevation Monitoring Guidelines",NA,NA,NA,"http://www.water.ca.gov/groundwater/casgem/documents.cfm","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","167",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"GUIDANCECalifornia Department of Water Resources","agency","keras"
"Hopkins, J","1994",NA,NA,NA,NA,"http://www.twdb.texas.gov/groundwater/docs/UMs/UM-52.pdf","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","169",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Hopkins, J","delete","keras"
"Sophocleous, M","1983","Groundwater Observation Network Design for the Kansas Groundwater Management Districts","USA Journal of Hydrology",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","170","USA Journal of Hydrology",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"USA Journal of Hydrology","journal","keras"
NA,"2013","Subcommittee on Ground Water of the Advisory Committee on Water Information a National Framework for GroundWater Monitoring in the United States",NA,NA,NA,"http://acwi.gov/sogw/ngwmn_framework_report_july2013.pdf","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","171",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"Subcommittee on Ground Water of the Advisory Committee on Water Information a National Framework for GroundWater Monitoring in the United States","agency","keras"
"S, Los Banos Creek Outflow Appendix",NA,"Page S139 Appendix S Page S140 Appendix S Page S141 Appendix S Page S142 Appendix S Page S143 Appendix S",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","172",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"S, Los Banos Creek Outflow Appendix","delete","keras"
NA,NA,"Groundwater Conditions in the Dos Palos SubArea of the SJREC GSP Appendix T Page T1 Appendix T Page T2 Appendix T Page T3 Appendix T Page T4 Appendix T Page T5 Appendix T",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","173",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"Groundwater Conditions in the Dos Palos SubArea of the SJREC GSP Appendix T Page T1 Appendix T Page T2 Appendix T Page T3 Appendix T Page T4 Appendix T Page T5 Appendix T","delete","keras"
NA,NA,"Conditions in the Vicinity of the City of Firebaugh Appendix U Page U1 Appendix U Page U2 Appendix U Page U3 Appendix U Page U4 Appendix U Page U5 Appendix U",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","174",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"Conditions in the Vicinity of the City of Firebaugh Appendix U Page U1 Appendix U Page U2 Appendix U Page U3 Appendix U Page U4 Appendix U Page U5 Appendix U","delete","keras"
NA,NA,"Conditions in the Mendota SubArea of the SJREC GSP Appendix v Page V1 Appendix v Page V2 Appendix v Page V3 Appendix v Page V4 Appendix v Page V5 Appendix v",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/delta_gsp.json","175",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"Conditions in the Mendota SubArea of the SJREC GSP Appendix v Page V1 Appendix v Page V2 Appendix v Page V3 Appendix v Page V4 Appendix v Page V5 Appendix v","delete","keras"
"AECOM","2004","Memorandum to Mark Mulkay KDWD from Dan Schmidt AECOM","Regarding Eastside Canal SWP Allocation History",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/kern_gsp.json","176","Regarding Eastside Canal SWP Allocation History",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Regarding Eastside Canal SWP Allocation History","delete","keras"
"AECOM","2009",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/kern_gsp.json","177",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"AECOM","unsure","keras"
"Californian, Bakersfield","2019","LAs Kern Sludge Farm to Stop Receiving Free Water by Sam Morgen",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/kern_gsp.json","178",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Californian, Bakersfield","unsure","keras"
"Bartow, JA","1984","Geologic Map and Cross Sections of the Southeastern Margin of the",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/kern_gsp.json","180",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Bartow, JA","delete","keras"
"Corporation, Boyle Engineering","1975",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/kern_gsp.json","183",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Corporation, Boyle Engineering","unsure","keras"
"Burt, CM","2016","Estimation of ET for Groundwater Models Using the ITRCMETRIC Process","2016 NGWA Groundwater Week Las Vegas",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/kern_gsp.json","184","2016 NGWA Groundwater Week Las Vegas",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"2016 NGWA Groundwater Week Las Vegas","unsure","keras"
NA,"2016","Urban Water Management Plan",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/kern_gsp.json","187",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"Urban Water Management Plan","journal","keras"
"Engineers, Carollo","2014","Storm Water Management Plan",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/kern_gsp.json","189",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Engineers, Carollo","unsure","keras"
"City of Bakersfield","2018","Website Wastewater Treatment Plants",NA,NA,NA,"https://bakersfieldcity.us/gov/depts/public_works/sewer/wastewater_treatment_plants.htm,","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/kern_gsp.json","190",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"City of Bakersfield","unsure","keras"
"City of Bakersfield; County of Kern","2015",NA,"Final 2014 Storm Water Management Plan",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/kern_gsp.json","191","Final 2014 Storm Water Management Plan",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Final 2014 Storm Water Management Plan","unsure","keras"
"Stephens, Daniel B; Associates","2012","Draft Technical Report on Effects of Kern River Flow and Municipal Water Program on Surface Water Flow and Recharge to Groundwater",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/kern_gsp.json","192",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Stephens, Daniel B; Associates","unsure","keras"
"Jaspar, Dee; Associates, Inc","2016","North of the River Mutual Water Company 2015 Urban Water Management Plan ",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/kern_gsp.json","193",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Jaspar, Dee; Associates, Inc","unsure","keras"
"Jaspar, Dee; Associates, Inc","2016","Oildale Mutual Water Company 2015 Urban Water Management Plan ",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/kern_gsp.json","194",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Jaspar, Dee; Associates, Inc","unsure","keras"
"Jaspar, Dee; Associates, Inc","2016","Vaughn Water Company 2015 Urban Water Management Plan ",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/kern_gsp.json","195",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Jaspar, Dee; Associates, Inc","unsure","keras"
"Department of Water Resources; California","2018",NA,"And 2019 DWR Water Management Planning Tool",NA,NA,"https://gis.water.ca.gov/app/boundaries/","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/kern_gsp.json","196","And 2019 DWR Water Management Planning Tool",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"And 2019 DWR Water Management Planning Tool","unsure","keras"
"Department of Water Resources; California","2018",NA,NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/kern_gsp.json","197",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Department of Water Resources; California","agency","keras"
"Department of Water Resources; California","2017","California Aqueduct Subsidence Study",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/kern_gsp.json","198",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Department of Water Resources; California","agency","keras"
NA,NA,NA,"Final Draft KRGSA GSP",NA,NA,"http://www.water.ca.gov/groundwater/sgm/pdfs/COD_BasinsTable.pdf","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/kern_gsp.json","199","Final Draft KRGSA GSP",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"Final Draft KRGSA GSP","delete","keras"
"Department of Water Resources; California","2016","California Statewide Groundwater Elevation Monitoring CASGEM Program",NA,NA,NA,"http://www.water.ca.gov/groundwater/casgem/","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/kern_gsp.json","200",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,"Department of Water Resources; California","agency","keras"
